full_date,weekday,time,mood
2019-08-24,Saturday,17:49,meh
2019-08-24,Saturday,17:48,fine I’m fine 
2019-08-23,Friday,19:12,sick
2019-08-22,Thursday,16:10,fine I’m fine 
2019-08-21,Wednesday,20:05,meh
2019-08-20,Tuesday,15:34,fine I’m fine 
2019-08-19,Monday,20:00,meh
2019-08-18,Sunday,19:18,bad
2019-08-18,Sunday,13:59,sick
2019-08-18,Sunday,00:39,fine I’m fine 
2019-08-17,Saturday,12:47,meh
2019-08-16,Friday,13:46,meh
2019-08-15,Thursday,21:21,fine I’m fine 
2019-08-15,Thursday,17:36,meh
2019-08-14,Wednesday,19:47,meh
2019-08-14,Wednesday,10:43,meh
2019-08-13,Tuesday,15:05,meh
2019-08-12,Monday,16:19,meh
2019-08-11,Sunday,14:01,fine I’m fine 
2019-08-10,Saturday,16:17,meh
2019-08-09,Friday,20:07,meh
2019-08-09,Friday,12:05,bad
2019-08-08,Thursday,18:59,fine I’m fine 
2019-08-07,Wednesday,20:24,fine I’m fine 
2019-08-06,Tuesday,17:37,meh
2019-08-05,Monday,20:54,meh
2019-08-05,Monday,17:53,bad
2019-08-05,Monday,12:26,meh
2019-08-04,Sunday,18:56,bad
2019-08-04,Sunday,13:39,meh
2019-08-04,Sunday,11:43,fine I’m fine 
2019-08-03,Saturday,20:10,in love
2019-08-03,Saturday,13:59,fine I’m fine 
2019-08-02,Friday,13:39,meh
2019-08-01,Thursday,15:36,fine I’m fine 
2019-07-31,Wednesday,19:44,fine I’m fine 
2019-07-30,Tuesday,15:34,fine I’m fine 
2019-07-29,Monday,21:14,fine I’m fine 
2019-07-28,Sunday,16:55,meh
2019-07-27,Saturday,19:33,fine I’m fine 
2019-07-26,Friday,15:40,meh
2019-07-25,Thursday,13:18,fine I’m fine 
2019-07-24,Wednesday,20:09,fine I’m fine 
2019-07-24,Wednesday,10:12,fine I’m fine 
2019-07-23,Tuesday,10:14,meh
2019-07-22,Monday,17:17,bad
2019-07-21,Sunday,14:03,meh
2019-07-20,Saturday,20:23,sick
2019-07-20,Saturday,14:33,anxious
2019-07-19,Friday,20:26,sick
2019-07-19,Friday,14:51,fine I’m fine 
2019-07-18,Thursday,23:25,fine I’m fine 
2019-07-18,Thursday,11:59,anxious
2019-07-17,Wednesday,21:12,bad
2019-07-17,Wednesday,19:41,meh
2019-07-17,Wednesday,12:11,fine I’m fine 
2019-07-16,Tuesday,15:03,fine I’m fine 
2019-07-15,Monday,20:00,meh
2019-07-14,Sunday,20:01,meh
2019-07-14,Sunday,13:25,meh
2019-07-13,Saturday,16:01,meh
2019-07-13,Saturday,14:45,wannadie
2019-07-13,Saturday,14:06,meh
2019-07-12,Friday,21:04,wannadie
2019-07-12,Friday,16:15,anxious
2019-07-12,Friday,12:32,meh
2019-07-11,Thursday,14:56,meh
2019-07-10,Wednesday,21:50,fine I’m fine 
2019-07-10,Wednesday,19:32,meh
2019-07-09,Tuesday,16:45,meh
2019-07-09,Tuesday,13:51,little tears
2019-07-09,Tuesday,12:12,fine I’m fine 
2019-07-08,Monday,10:04,meh
2019-07-07,Sunday,20:07,wannadie
2019-07-07,Sunday,12:19,anxious
2019-07-06,Saturday,14:07,fine I’m fine 
2019-07-05,Friday,11:32,calm happy
2019-07-05,Friday,08:10,fine I’m fine 
2019-07-04,Thursday,12:47,fine I’m fine 
2019-07-03,Wednesday,14:42,irritated
2019-07-03,Wednesday,11:35,fine I’m fine 
2019-07-02,Tuesday,17:20,fine I’m fine 
2019-07-02,Tuesday,00:26,fine I’m fine 
2019-07-01,Monday,13:02,fine I’m fine 
2019-06-30,Sunday,12:05,meh
2019-06-29,Saturday,13:47,fine I’m fine 
2019-06-29,Saturday,04:42,meh
2019-06-28,Friday,09:15,meh
2019-06-27,Thursday,14:31,fine I’m fine 
2019-06-26,Wednesday,20:20,meh
2019-06-26,Wednesday,15:28,little tears
2019-06-26,Wednesday,08:49,sick
2019-06-25,Tuesday,21:36,fine I’m fine 
2019-06-25,Tuesday,08:58,sick
2019-06-24,Monday,16:15,meh
2019-06-24,Monday,12:10,anxious
2019-06-24,Monday,08:54,sick
2019-06-23,Sunday,12:34,fine I’m fine 
2019-06-23,Sunday,07:46,meh
2019-06-22,Saturday,10:56,fine I’m fine 
2019-06-21,Friday,22:32,calm happy
2019-06-21,Friday,15:24,fine I’m fine 
2019-06-21,Friday,10:13,sick
2019-06-20,Thursday,20:00,fine I’m fine 
2019-06-20,Thursday,10:27,meh
2019-06-19,Wednesday,05:42,meh
2019-06-18,Tuesday,11:21,meh
2019-06-17,Monday,11:41,meh
2019-06-17,Monday,11:19,anxious
2019-06-16,Sunday,12:21,meh
2019-06-15,Saturday,18:19,fine I’m fine 
2019-06-15,Saturday,09:38,meh
2019-06-14,Friday,22:02,fine I’m fine 
2019-06-14,Friday,14:13,meh
2019-06-14,Friday,11:32,anxious
2019-06-14,Friday,00:56,awful
2019-06-13,Thursday,18:32,sick
2019-06-13,Thursday,09:27,meh
2019-06-12,Wednesday,12:34,meh
2019-06-12,Wednesday,10:25,little tears
2019-06-11,Tuesday,13:17,irritated
2019-06-11,Tuesday,09:05,fine I’m fine 
2019-06-10,Monday,20:19,fine I’m fine 
2019-06-10,Monday,10:14,fine I’m fine 
2019-06-09,Sunday,17:50,in love
2019-06-08,Saturday,20:38,in love
2019-06-08,Saturday,12:16,excited
2019-06-08,Saturday,07:57,fine I’m fine 
2019-06-07,Friday,22:07,fine I’m fine 
2019-06-07,Friday,18:57,meh
2019-06-07,Friday,09:27,fine I’m fine 
2019-06-06,Thursday,14:58,fine I’m fine 
2019-06-06,Thursday,14:31,meh
2019-06-05,Wednesday,17:16,anxious
2019-06-05,Wednesday,10:06,meh
2019-06-04,Tuesday,13:49,fine I’m fine 
2019-06-03,Monday,15:18,meh
2019-06-03,Monday,12:51,little tears
2019-06-02,Sunday,11:56,fine I’m fine 
2019-06-01,Saturday,16:10,in love
2019-06-01,Saturday,08:55,fine I’m fine 
2019-05-31,Friday,20:01,meh
2019-05-31,Friday,12:16,meh
2019-05-31,Friday,09:07,anxious
2019-05-30,Thursday,09:56,meh
2019-05-29,Wednesday,08:27,meh
2019-05-28,Tuesday,09:55,meh
2019-05-27,Monday,20:00,meh
2019-05-27,Monday,07:10,meh
2019-05-26,Sunday,20:00,fine I’m fine 
2019-05-26,Sunday,16:54,meh
2019-05-26,Sunday,12:36,fine I’m fine 
2019-05-25,Saturday,16:32,fine I’m fine 
2019-05-25,Saturday,07:21,meh
2019-05-24,Friday,20:00,meh
2019-05-24,Friday,17:22,anxious
2019-05-24,Friday,13:11,meh
2019-05-24,Friday,00:47,awful
2019-05-23,Thursday,14:11,meh
2019-05-22,Wednesday,21:46,little tears
2019-05-22,Wednesday,19:44,meh
2019-05-22,Wednesday,10:09,meh
2019-05-21,Tuesday,16:10,excited
2019-05-21,Tuesday,09:15,fine I’m fine 
2019-05-20,Monday,12:07,in love
2019-05-19,Sunday,17:44,in love
2019-05-19,Sunday,12:39,fine I’m fine 
2019-05-18,Saturday,20:13,fine I’m fine 
2019-05-18,Saturday,12:40,fine I’m fine 
2019-05-17,Friday,22:54,fine I’m fine 
2019-05-17,Friday,12:48,fine I’m fine 
2019-05-16,Thursday,10:22,meh
2019-05-15,Wednesday,09:52,sick
2019-05-15,Wednesday,08:23,fine I’m fine 
2019-05-14,Tuesday,14:43,fine I’m fine 
2019-05-13,Monday,11:53,sick
2019-05-12,Sunday,22:55,fine I’m fine 
2019-05-12,Sunday,15:45,meh
2019-05-11,Saturday,09:15,fine I’m fine 
2019-05-11,Saturday,07:39,meh
2019-05-10,Friday,12:26,meh
2019-05-09,Thursday,21:07,in love
2019-05-09,Thursday,11:13,fine I’m fine 
2019-05-08,Wednesday,14:24,fine I’m fine 
2019-05-07,Tuesday,19:16,fine I’m fine 
2019-05-07,Tuesday,13:02,meh
2019-05-06,Monday,13:53,sick
2019-05-06,Monday,07:08,fine I’m fine 
2019-05-05,Sunday,22:25,in love
2019-05-05,Sunday,05:42,meh
2019-05-04,Saturday,13:24,fine I’m fine 
2019-05-04,Saturday,04:08,excited
2019-05-03,Friday,12:31,in love
2019-05-02,Thursday,18:23,in love
2019-05-02,Thursday,14:16,irritated
2019-05-02,Thursday,14:15,fine I’m fine 
2019-05-01,Wednesday,21:04,fine I’m fine 
2019-05-01,Wednesday,12:23,sick
2019-04-30,Tuesday,22:13,meh
2019-04-30,Tuesday,18:29,fine I’m fine 
2019-04-29,Monday,17:18,fine I’m fine 
2019-04-29,Monday,02:08,excited
2019-04-28,Sunday,00:21,fine I’m fine 
2019-04-27,Saturday,11:57,fine I’m fine 
2019-04-26,Friday,11:26,fine I’m fine 
2019-04-25,Thursday,23:23,fine I’m fine 
2019-04-25,Thursday,07:42,fine I’m fine 
2019-04-24,Wednesday,21:30,fine I’m fine 
2019-04-24,Wednesday,12:52,meh
2019-04-23,Tuesday,14:47,sick
2019-04-23,Tuesday,12:20,awful
2019-04-22,Monday,15:44,sick
2019-04-22,Monday,12:21,fine I’m fine 
2019-04-21,Sunday,09:16,fine I’m fine 
2019-04-20,Saturday,19:13,sick
2019-04-20,Saturday,11:57,fine I’m fine 
2019-04-19,Friday,20:13,fine I’m fine 
2019-04-19,Friday,08:11,fine I’m fine 
2019-04-18,Thursday,11:43,fine I’m fine 
2019-04-17,Wednesday,07:54,meh
2019-04-17,Wednesday,07:36,bad
2019-04-16,Tuesday,20:02,meh
2019-04-16,Tuesday,09:07,fine I’m fine 
2019-04-15,Monday,12:51,meh
2019-04-14,Sunday,09:19,fine I’m fine 
2019-04-13,Saturday,22:52,fine I’m fine 
2019-04-13,Saturday,13:42,irritated
2019-04-13,Saturday,09:40,meh
2019-04-12,Friday,21:45,fine I’m fine 
2019-04-12,Friday,15:50,irritated
2019-04-12,Friday,08:50,fine I’m fine 
2019-04-11,Thursday,18:45,sick
2019-04-10,Wednesday,09:34,fine I’m fine 
2019-04-09,Tuesday,12:04,fine I’m fine 
2019-04-09,Tuesday,08:24,meh
2019-04-08,Monday,21:33,fine I’m fine 
2019-04-08,Monday,10:24,fine I’m fine 
2019-04-07,Sunday,16:33,excited
2019-04-07,Sunday,13:15,fine I’m fine 
2019-04-06,Saturday,16:30,fine I’m fine 
2019-04-06,Saturday,09:59,meh
2019-04-05,Friday,22:59,awful
2019-04-05,Friday,20:24,meh
2019-04-05,Friday,12:44,fine I’m fine 
2019-04-05,Friday,10:09,meh
2019-04-04,Thursday,13:54,meh
2019-04-03,Wednesday,13:26,fine I’m fine 
2019-04-03,Wednesday,09:42,meh
2019-04-03,Wednesday,09:23,awful
2019-04-02,Tuesday,09:56,fine I’m fine 
2019-04-01,Monday,23:41,anxious
2019-04-01,Monday,15:29,fine I’m fine 
2019-04-01,Monday,08:21,sick
2019-03-31,Sunday,15:20,fine I’m fine 
2019-03-31,Sunday,09:32,sick
2019-03-31,Sunday,01:06,in love
2019-03-30,Saturday,09:19,fine I’m fine 
2019-03-29,Friday,18:30,fine I’m fine 
2019-03-29,Friday,12:52,irritated
2019-03-29,Friday,09:36,fine I’m fine 
2019-03-28,Thursday,13:29,excited
2019-03-28,Thursday,08:02,fine I’m fine 
2019-03-27,Wednesday,19:59,fine I’m fine 
2019-03-27,Wednesday,10:26,fine I’m fine 
2019-03-26,Tuesday,08:43,fine I’m fine 
2019-03-25,Monday,21:57,fine I’m fine 
2019-03-25,Monday,08:42,fine I’m fine 
2019-03-24,Sunday,21:11,fine I’m fine 
2019-03-24,Sunday,12:25,fine I’m fine 
2019-03-23,Saturday,21:22,fine I’m fine 
2019-03-23,Saturday,19:53,meh
2019-03-23,Saturday,07:43,fine I’m fine 
2019-03-22,Friday,12:56,fine I’m fine 
2019-03-22,Friday,08:46,meh
2019-03-21,Thursday,20:00,fine I’m fine 
2019-03-21,Thursday,08:09,meh
2019-03-20,Wednesday,15:22,meh
2019-03-20,Wednesday,11:28,fine I’m fine 
2019-03-19,Tuesday,18:25,fine I’m fine 
2019-03-19,Tuesday,12:52,meh
2019-03-18,Monday,20:00,bad
2019-03-18,Monday,16:04,meh
2019-03-18,Monday,10:24,meh
2019-03-17,Sunday,19:52,meh
2019-03-17,Sunday,08:15,meh
2019-03-16,Saturday,22:33,anxious
2019-03-16,Saturday,16:33,sick
2019-03-16,Saturday,12:13,awful
2019-03-16,Saturday,07:26,fine I’m fine 
2019-03-15,Friday,20:43,meh
2019-03-15,Friday,14:34,fine I’m fine 
2019-03-15,Friday,07:25,fine I’m fine 
2019-03-14,Thursday,18:27,fine I’m fine 
2019-03-14,Thursday,15:15,fine I’m fine 
2019-03-14,Thursday,07:15,sick
2019-03-13,Wednesday,18:38,fine I’m fine 
2019-03-13,Wednesday,17:18,bad
2019-03-13,Wednesday,16:04,sick
2019-03-13,Wednesday,08:58,little tears
2019-03-12,Tuesday,19:43,fine I’m fine 
2019-03-12,Tuesday,17:19,meh
2019-03-12,Tuesday,08:41,fine I’m fine 
2019-03-11,Monday,17:54,fine I’m fine 
2019-03-11,Monday,15:52,meh
2019-03-11,Monday,07:52,meh
2019-03-10,Sunday,19:18,sick
2019-03-10,Sunday,14:50,little tears
2019-03-10,Sunday,08:33,fine I’m fine 
2019-03-09,Saturday,20:12,fine I’m fine 
2019-03-09,Saturday,13:40,meh
2019-03-09,Saturday,07:29,fine I’m fine 
2019-03-08,Friday,19:01,fine I’m fine 
2019-03-08,Friday,14:23,in love
2019-03-08,Friday,07:27,excited
2019-03-07,Thursday,19:10,in love
2019-03-07,Thursday,09:28,fine I’m fine 
2019-03-06,Wednesday,19:21,anxious
2019-03-06,Wednesday,18:24,meh
2019-03-06,Wednesday,09:40,fine I’m fine 
2019-03-05,Tuesday,21:50,anxious
2019-03-05,Tuesday,16:56,meh
2019-03-05,Tuesday,08:16,fine I’m fine 
2019-03-04,Monday,20:38,fine I’m fine 
2019-03-04,Monday,11:14,irritated
2019-03-04,Monday,08:53,meh
2019-03-03,Sunday,20:15,irritated
2019-03-03,Sunday,08:59,fine I’m fine 
2019-03-02,Saturday,20:10,fine I’m fine 
2019-03-02,Saturday,09:03,fine I’m fine 
2019-03-01,Friday,17:12,meh
2019-03-01,Friday,09:54,fine I’m fine 
2019-02-28,Thursday,19:09,excited
2019-02-28,Thursday,14:47,fine I’m fine 
2019-02-28,Thursday,09:58,sick
2019-02-27,Wednesday,20:00,fine I’m fine 
2019-02-27,Wednesday,19:08,anxious
2019-02-27,Wednesday,16:42,in love
2019-02-27,Wednesday,09:22,sick
2019-02-26,Tuesday,21:08,meh
2019-02-26,Tuesday,10:46,fine I’m fine 
2019-02-26,Tuesday,09:05,meh
2019-02-25,Monday,20:51,fine I’m fine 
2019-02-25,Monday,14:03,meh
2019-02-25,Monday,10:25,sick
2019-02-24,Sunday,21:45,in love
2019-02-24,Sunday,17:24,fine I’m fine 
2019-02-24,Sunday,08:34,sick
2019-02-23,Saturday,20:07,fine I’m fine 
2019-02-23,Saturday,12:42,in love
2019-02-23,Saturday,09:24,sick
2019-02-22,Friday,20:00,fine I’m fine 
2019-02-22,Friday,13:37,fine I’m fine 
2019-02-22,Friday,11:32,fine I’m fine 
2019-02-22,Friday,09:21,meh
2019-02-21,Thursday,19:51,meh
2019-02-21,Thursday,16:17,anxious
2019-02-21,Thursday,13:07,meh
2019-02-21,Thursday,09:30,awful
2019-02-20,Wednesday,20:30,in love
2019-02-19,Tuesday,21:01,fine I’m fine 
